"X","gene_id","gene_name","gene_start","gene_end","gene_strand","gene_length","gene_description","tf_family","number_figure","T0.T360","T20.T360","T50.T360","T90.T360","T120.T360","T260.T360","Bd"
"BD_RS01815","BD_RS01815","BD_RS01815",369350,372166,"-",2817,"pyruvate dehydrogenase E1 component && PF00456:Transketolase, thiamine diphosphate binding domain","-",8,0.125625476931239,4.56886409400683,4.64401584124077,4.30939570650484,4.21357551380851,2.76054551371222,"Bd0394"
"BD_RS01810","BD_RS01810","BD_RS01810",368504,369265,"-",762,"hypothetical protein && -","-",8,0.238436841042696,3.5983806409888,3.60139103909362,3.14366155815503,3.07523927936933,1.91758371090396,"Bd0393"
"BD_RS01675","BD_RS01675","speA",339740,341641,"-",1902,"biosynthetic arginine decarboxylase && PF02784:Pyridoxal-dependent decarboxylase, pyridoxal binding domain|PF00278:Pyridoxal-dependent decarboxylase, C-terminal sheet domain","-",8,-0.882853306516243,4.42657579288669,4.1352014221799,3.34137383772044,2.96211341457442,2.11396252451169,"Bd0364"
"BD_RS01660","BD_RS01660","BD_RS01660",336870,337889,"+",1020,"ABC transporter permease subunit && PF00528:Binding-protein-dependent transport system inner membrane component|PF12911:N-terminal TM domain of oligopeptide transport permease C","BPD_transp_1",8,-0.318319877577118,3.48393952064225,4.37002000892262,3.80285299947286,3.30975261344083,1.98685333993537,"Bd0360"
"BD_RS01655","BD_RS01655","BD_RS01655",335842,336873,"+",1032,"ABC transporter permease subunit && PF00528:Binding-protein-dependent transport system inner membrane component","BPD_transp_1",8,0.397696197274192,4.05935693249086,4.70657604111747,4.23929909679236,3.88614737999497,2.63313670201495,"Bd0358"
"BD_RS01650","BD_RS01650","BD_RS01650",334166,335788,"+",1623,"peptide-binding protein && PF00496:Bacterial extracellular solute-binding proteins, family 5 Middle","-",8,-0.31515858912705,2.89571237465812,4.3824892476765704,4.3910449711639,4.2533061078379,2.96744335101978,"Bd0357"
"BD_RS01520","BD_RS01520","BD_RS01520",309996,310544,"-",549,"glutathione peroxidase && PF00255:Glutathione peroxidase","GSHPx",8,-0.154138514461181,2.75632756864014,3.48825774601976,4.03226334014213,4.29370135548926,2.14522246911945,"Bd0326"
"BD_RS01515","BD_RS01515","BD_RS01515",309646,309993,"-",348,"arsenate reductase family protein && PF03960:ArsC family","-",8,1.29549866486505,2.7403332925168,3.89672955557531,4.56054995873223,4.57164865741609,2.5288981144134,"Bd0325"
"BD_RS01400","BD_RS01400","BD_RS01400",292033,292338,"-",306,"Hpt domain-containing protein && PF01627:Hpt domain","Hpt",8,1.04172878032077,3.86155766799907,4.00428899593166,3.80758663734571,3.34870738833957,2.31050642747,"Bd0301"
"BD_RS01320","BD_RS01320","BD_RS01320",270743,271600,"+",858,"SCO family protein && -","-",8,0.0461552983449999,1.92333515710006,4.16758945814265,4.3642336889864,4.26079903629486,3.2579902327116,"Bd0285"
"BD_RS01285","BD_RS01285","BD_RS01285",264195,264719,"-",525,"hypothetical protein && -","-",8,-1.48078165946214,2.74114088014209,4.95680453948161,5.95747523429021,5.59377298060892,2.29599976802816,"Bd0278"
"BD_RS01250","BD_RS01250","BD_RS01250",257544,258026,"+",483,"tRNA (cytidine(34)-2'-O)-methyltransferase && PF00588:SpoU rRNA Methylase family","SpoU_methylase",8,0.327090487385619,3.42062432087561,3.7705788434639,3.5229302766825,3.30055904060345,0.992810572245783,"Bd0271"
"BD_RS01110","BD_RS01110","rpoD",228010,229839,"+",1830,"RNA polymerase sigma factor RpoD && PF04542:Sigma-70 region 2|PF04539:Sigma-70 region 3|PF03979:Sigma-70 factor, region 1.1|PF00140:Sigma-70 factor, region 1.2|PF04545:Sigma-70, region 4","Sigma70_r3",8,1.48258080310691,4.64776709937814,4.42354349303608,3.94796877379425,3.57785092970686,2.48456913475718,"Bd0242"
"BD_RS01100","BD_RS01100","BD_RS01100",225666,226112,"+",447,"GatB/YqeY domain-containing protein && PF09424:Yqey-like protein","-",8,0.300322939443656,4.25503901592489,4.77361116884979,4.32549545666826,3.76063293176802,2.46061956296261,"Bd0240"
"BD_RS01095","BD_RS01095","rpsU",225373,225573,"+",201,"30S ribosomal protein S21 && PF01165:Ribosomal protein S21","-",8,0.536012839370465,4.0655523979783,4.71678774246614,4.61468356580351,3.90580523702798,2.41876259953466,"Bd0239"
"BD_RS01075","BD_RS01075","BD_RS01075",220904,222421,"-",1518,"DEAD/DEAH box helicase && PF00270:DEAD/DEAH box helicase|PF00271:Helicase conserved C-terminal domain","DEAD",8,0.360840987444889,5.4913980032622,4.5009603460122,3.28892352811301,2.85546932233453,1.55799806843296,"Bd0235"
"BD_RS01020","BD_RS01020","BD_RS01020",209451,209975,"-",525,"polyhydroxyalkanoate synthesis regulator DNA-binding domain-containing protein && PF07879:PHB/PHA accumulation regulator DNA-binding domain","PHB_acc_N",8,0.244898870731191,5.55889407168087,5.84258739701676,5.20381551224128,3.97845822806292,2.12552665127216,"Bd0223"
"BD_RS00640","BD_RS00640","typA",121875,123689,"+",1815,"translational GTPase TypA && PF00679:Elongation factor G C-terminus|PF00009:Elongation factor Tu GTP binding domain|PF03144:Elongation factor Tu domain 2","GTP_EFTU",8,0.149152366319167,5.09713630082171,4.4953686766385,3.82368083760695,3.74073071026396,2.90118163906235,"Bd0137"
"BD_RS00585","BD_RS00585","BD_RS00585",109856,110593,"-",738,"outer membrane protein assembly factor BamD && PF13525:Outer membrane lipoprotein","-",8,0.727169132161809,3.95727587588753,3.27701605431821,2.83403760799885,3.01409125748998,2.60479355895345,"Bd0125"
"BD_RS00580","BD_RS00580","BD_RS00580",109134,109856,"-",723,"tetratricopeptide repeat protein && PF13414:TPR repeat","-",8,0.446030825969256,4.14643414994528,3.51880382167169,2.94681209768697,3.09584587628334,2.70397459570092,"Bd0123"
"BD_RS00480","BD_RS00480","groL",91153,92796,"+",1644,"chaperonin GroEL && PF00118:TCP-1/cpn60 chaperonin family","-",8,0.627777635340286,2.85183556046526,5.02386336046901,5.14300926540352,4.80204180419019,2.90211673873879,"Bd0099"
"BD_RS00475","BD_RS00475","groES",90797,91099,"+",303,"co-chaperone GroES && PF00166:Chaperonin 10 Kd subunit","-",8,0.696098436580529,3.1192038326585,5.17842825658007,5.18593200392738,4.93244239338621,3.07161779964383,"Bd0097"
"BD_RS00320","BD_RS00320","prfA",62532,63605,"+",1074,"peptide chain release factor 1 && PF03462:PCRF domain|PF00472:RF-1 domain","-",8,-0.0656406368320979,4.55953065191772,4.55987776189106,3.92756746510732,3.4034691509990598,2.07706314206851,"Bd0069"
"BD_RS00315","BD_RS00315","BD_RS00315",62139,62384,"+",246,"type B 50S ribosomal protein L31 && PF01197:Ribosomal protein L31","-",8,0.493548789552255,4.69382065817675,4.71687406866555,4.32012437837468,3.73352023423787,2.44312914573351,"Bd0068"
"BD_RS00180","BD_RS00180","BD_RS00180",35076,35315,"-",240,"site-specific DNA inversion stimulation factor && PF02954:Bacterial regulatory protein, Fis family","HTH_8",8,-1.6941076832086,4.19365693420133,5.21911230793342,6.03571617920388,5.57304791496909,2.95293005403937,"Bd0039"
"BD_RS00175","BD_RS00175","dnaB",33558,34973,"-",1416,"replicative DNA helicase && PF00772:DnaB-like helicase N terminal domain|PF03796:DnaB-like helicase C terminal domain","DnaB_C",8,0.00903290471842927,3.67336152952139,4.51860177322486,5.6495947889226,5.14133663583188,2.25340644298886,"Bd0038"
"BD_RS00160","BD_RS00160","BD_RS00160",31347,32222,"+",876,"trypsin-like serine protease && PF00089:Trypsin","Trypsin",8,0.151150653339507,3.68900798931018,3.68015631674379,3.81561849939422,3.52852197084434,1.50475056772884,"Bd0035"
"BD_RS00155","BD_RS00155","rplI",30732,31175,"+",444,"50S ribosomal protein L9 && PF01281:Ribosomal protein L9, N-terminal domain|PF03948:Ribosomal protein L9, C-terminal domain","-",8,-1.50247368901091,4.73238326459059,5.58624425059935,5.00566009993197,4.38486287406044,3.19810298801875,"Bd0034"
"BD_RS00150","BD_RS00150","BD_RS00150",29825,30715,"+",891,"DUF2232 domain-containing protein && PF09991:Predicted membrane protein (DUF2232)","-",8,-0.806222115806356,4.94515360484595,5.45532483397686,4.57607743229069,3.95179126168613,3.01514270257124,"Bd0033"
"BD_RS00145","BD_RS00145","rpsF",29347,29805,"+",459,"30S ribosomal protein S6 && PF01250:Ribosomal protein S6","-",8,-0.652310979694185,5.18160377939563,5.50855971325061,4.94499660178969,4.27042081781595,3.20767266775117,"Bd0032"
"BD_RS00070","BD_RS00070","BD_RS00070",14017,15384,"-",1368,"phosphomannomutase/phosphoglucomutase && PF00408:Phosphoglucomutase/phosphomannomutase, C-terminal domain|PF02880:Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III|PF02879:Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II|PF02878:Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I","PGM_PMM_III",8,-0.760546034694372,2.61679444772329,3.190597984405,4.07853971607291,4.14024678209175,2.35692246820378,"Bd0014"
"BD_RS00050","BD_RS00050","BD_RS00050",10993,11310,"+",318,"ATP synthase F0 subunit C && PF00137:ATP synthase subunit C","-",8,-2.95119086429897,3.13957506396482,4.84656160244153,5.24699519557735,4.96972255182895,3.18567539552727,"Bd0010"
"BD_RS00045","BD_RS00045","atpB",10271,10960,"+",690,"F0F1 ATP synthase subunit A && PF00119:ATP synthase A chain","-",8,0.410032950000156,4.64348428408568,4.78237492736622,4.92123543853153,4.61571061824072,2.71974831012793,"Bd0009"
"BD_RS00010","BD_RS00010","dnaN",1649,2755,"+",1107,"DNA polymerase III subunit beta && PF02767:DNA polymerase III beta subunit, central domain|PF00712:DNA polymerase III beta subunit, N-terminal domain|PF02768:DNA polymerase III beta subunit, C-terminal domain","DNA_pol3_beta_2",8,-0.366022875721183,2.47782096793596,3.55990860563909,3.9380314072701,3.98047676889461,2.2015727892571,"Bd0002"
"sRNA00156","sRNA00156","-",1923904,1924018,"-",115,"-","-",9,-1.15881889548314,1.36192055140181,2.49693205463799,4.09604288316894,4.16339821478167,2.99185709847474,NA
"BD_RS18435","BD_RS18435","nuoD",2993315,2994997,"-",1683,"NADH dehydrogenase (quinone) subunit D && PF00329:Respiratory-chain NADH dehydrogenase, 30 Kd subunit|PF00346:Respiratory-chain NADH dehydrogenase, 49 Kd subunit","-",9,-1.51128633349298,0.210415649379535,3.66726831501902,3.91413781751053,3.8484361509617,3.2725143356216,"Bd3085"
"BD_RS18415","BD_RS18415","BD_RS18415",1760870,1761238,"-",369,"NADH-ubiquinone oxidoreductase && PF00390:Malic enzyme, N-terminal domain","malic",9,-1.15260537635297,-0.435077466161727,1.52827735581216,2.69828382647123,2.99656912774796,2.35875773045413,"Bd1834"
"BD_RS18410","BD_RS18410","BD_RS18410",1758895,1760868,"-",1974,"NADP-dependent malic enzyme && PF00390:Malic enzyme, N-terminal domain|PF01515:Phosphate acetyl/butaryl transferase|PF03949:Malic enzyme, NAD binding domain","Malic_M",9,-0.681902319218823,-1.49175376976553,1.50929926928198,2.69941493065347,2.89501313380163,2.44822738373306,"Bd1833"
"BD_RS18375","BD_RS18375","BD_RS18375",3260940,3261308,"+",369,"hypothetical protein && -","-",9,-0.929138340854901,-0.593209694363771,1.05502710972486,2.11951288980442,3.18637898016721,1.90375781635561,"S18375"
"BD_RS18370","BD_RS18370","BD_RS18370",3260588,3260941,"-",354,"co-chaperone GroES && PF00166:Chaperonin 10 Kd subunit","-",9,0.128799416748225,-0.977351822542814,1.25705452726901,2.39531895760959,3.53090868301707,2.34281565044851,"S18370"
"BD_RS17880","BD_RS17880","BD_RS17880",3774356,3775168,"-",813,"AAA family ATPase && PF01656:CobQ/CobB/MinD/ParA nucleotide binding domain","CbiA",9,-0.188286983355629,1.80313768994843,3.18968427080948,3.18915814187115,2.73768400707876,1.44456341012725,"Bd3906"
"BD_RS17815","BD_RS17815","BD_RS17815",3760259,3760630,"-",372,"NADH-quinone oxidoreductase subunit A && PF00507:NADH-ubiquinone/plastoquinone oxidoreductase, chain 3","-",9,-0.855268467870722,0.586743162573729,3.53713600685991,4.12461078652808,4.19180444275297,3.36092592981932,"Bd3892"
"BD_RS17805","BD_RS17805","BD_RS17805",3758552,3759088,"-",537,"NADH-quinone oxidoreductase subunit J && PF00499:NADH-ubiquinone/plastoquinone oxidoreductase chain 6","-",9,-0.52539518287629,-1.23161179214654,2.76077287349804,3.09298018840957,3.16966374597235,2.65312881874169,"Bd3890"
"BD_RS17800","BD_RS17800","nuoK",3758239,3758562,"-",324,"NADH-quinone oxidoreductase subunit NuoK && PF00420:NADH-ubiquinone/plastoquinone oxidoreductase chain 4L","-",9,-0.942926923688581,-0.228681433032356,2.86874474226095,3.25157923380035,3.50026278247171,2.96159038331473,"Bd3889"
"BD_RS17795","BD_RS17795","nuoL",3756297,3758228,"-",1932,"NADH-quinone oxidoreductase subunit L && PF00361:Proton-conducting membrane transporter|PF01010:NADH-dehyrogenase subunit F, TMs, (complex I) C-terminus|PF00662:NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus","-",9,-0.66764902284243,-0.590894856445725,3.17800518982039,3.52788062881134,3.72752298212338,3.14119893234902,"Bd3888"
"BD_RS17790","BD_RS17790","BD_RS17790",3754740,3756293,"-",1554,"NADH-quinone oxidoreductase subunit M && PF01059:NADH-ubiquinone oxidoreductase chain 4, amino terminus|PF00361:Proton-conducting membrane transporter","-",9,-0.151334628258551,-0.700766560599396,3.24429085096371,3.59550120499095,3.86811007100359,3.24774699782855,"Bd3887"
"BD_RS17785","BD_RS17785","BD_RS17785",3753280,3754740,"-",1461,"NADH-quinone oxidoreductase subunit N && PF00361:Proton-conducting membrane transporter","-",9,-0.391143635528039,-0.711034659567472,3.19800844234779,3.59951031736462,3.86418435096861,3.24018335720903,"Bd3886"
"BD_RS17670","BD_RS17670","BD_RS17670",3726336,3726863,"+",528,"acetyl-CoA carboxylase biotin carboxyl carrier protein subunit && PF00364:Biotin-requiring enzyme","Biotin_lipoyl",9,-0.435638799740211,-0.894869693242301,2.31549184357531,3.75100405828746,4.61154418833249,2.87463144976744,"Bd3862"
"BD_RS17665","BD_RS17665","accC",3724831,3726333,"+",1503,"acetyl-CoA carboxylase biotin carboxylase subunit && PF00289:Carbamoyl-phosphate synthase L chain, N-terminal domain|PF02786:Carbamoyl-phosphate synthase L chain, ATP binding domain|PF02785:Biotin carboxylase C-terminal domain","CPSase_L_D2",9,-0.288946930689533,-0.646851680482003,2.23581012076777,3.27485519111816,4.08868020403277,2.53977634737521,"Bd3861"
"BD_RS17660","BD_RS17660","BD_RS17660",3723254,3724822,"+",1569,"acyl-CoA carboxylase subunit beta && PF01039:Carboxyl transferase domain","Carboxyl_trans",9,-0.572220271426505,-0.565942370819903,2.21975894492994,3.39733363829176,4.17740007472124,2.61186695595272,"Bd3858"
"BD_RS17650","BD_RS17650","BD_RS17650",3720926,3721741,"+",816,"purine-nucleoside phosphorylase && PF01048:Phosphorylase superfamily","-",9,-0.906468242803201,-0.97784327304231,0.922543873437861,2.49349327756139,3.79618281204425,2.68766170271231,"Bd3856"
"BD_RS17430","BD_RS17430","sucD",3676961,3677833,"+",873,"succinate--CoA ligase subunit alpha && PF02629:CoA binding domain|PF00549:CoA-ligase","CoA_binding",9,-1.18604216862252,-1.71362561320997,1.78243321492603,3.02012727158922,3.9380265492096,3.14227029633306,"Bd3811"
"BD_RS17425","BD_RS17425","sucC",3675791,3676954,"+",1164,"ADP-forming succinate--CoA ligase subunit beta && PF00549:CoA-ligase|PF08442:ATP-grasp domain","-",9,-0.898458660052901,-1.24241252681103,2.06924336216925,3.13962917773105,4.08594832616746,3.37228393636304,"Bd3810"
"BD_RS17065","BD_RS17065","recR",3609364,3609978,"+",615,"recombination mediator RecR && PF02132:RecR protein|PF13662:Toprim domain","-",9,-0.520858244327026,1.20190894874485,3.08864817042604,3.28118749500521,3.57981207998961,2.377501410447,"Bd3733"
"BD_RS17060","BD_RS17060","BD_RS17060",3608982,3609305,"+",324,"YbaB/EbfC family nucleoid-associated protein && PF02575:YbaB/EbfC DNA-binding family","-",9,-1.61101268400631,1.33879279093657,3.34504350912907,3.71626090568244,4.05281076576063,2.88067302304272,"Bd3732"
"BD_RS17055","BD_RS17055","dnaX",3607151,3608968,"+",1818,"DNA polymerase III subunit gamma/tau && PF12169:DNA polymerase III subunits gamma and tau domain III|PF13177:DNA polymerase III, delta subunit","-",9,-0.53794261304101,1.68811884226809,3.19068595256861,3.57769551975501,3.37048954049238,1.29979129194127,"Bd3731"
"BD_RS17020","BD_RS17020","BD_RS17020",3598277,3599506,"+",1230,"NADP-dependent isocitrate dehydrogenase && PF00180:Isocitrate/isopropylmalate dehydrogenase","-",9,-1.15036105306166,0.934498062784797,2.5997142037952,3.40770856514091,3.9295086935254,2.90528368859241,"Bd3723"
"BD_RS16540","BD_RS16540","BD_RS16540",3513569,3514189,"+",621,"superoxide dismutase && PF02777:Iron/manganese superoxide dismutases, C-terminal domain|PF00081:Iron/manganese superoxide dismutases, alpha-hairpin domain","-",9,-0.843628915966174,1.55762028421794,2.73833141095662,2.93498237767667,3.87397528406733,3.20760521881514,"Bd3617"
"BD_RS16510","BD_RS16510","BD_RS16510",3507500,3507976,"+",477,"fibronectin type III domain-containing protein && -","-",9,-0.763132961307085,1.14431580692872,2.99159154694321,3.56688959305803,3.68240523881204,2.61306313171557,"Bd3610"
"BD_RS16400","BD_RS16400","BD_RS16400",3483811,3484848,"+",1038,"class I SAM-dependent methyltransferase && PF05724:Thiopurine S-methyltransferase (TPMT)","-",9,-0.348504453429897,0.942884814968987,3.38314461462056,3.69079491217668,3.75472439499955,2.35797054793168,"Bd3584"
"BD_RS16390","BD_RS16390","BD_RS16390",3482574,3483182,"-",609,"YiiD C-terminal domain-containing protein && PF14539:Domain of unknown function (DUF4442)","-",9,0.0951135907102021,0.397996329399416,3.29983779617233,3.75415365052813,3.9073286742703,2.07197439428318,"Bd3581"
"BD_RS16315","BD_RS16315","BD_RS16315",3464628,3465002,"+",375,"aspartate 1-decarboxylase && PF02261:Aspartate decarboxylase","-",9,-0.0330931403788904,0.261034514769187,3.69980663203406,4.37733109010437,3.16729243990617,1.32888804941985,"Bd3565"
"BD_RS16310","BD_RS16310","BD_RS16310",3463847,3464617,"+",771,"type III pantothenate kinase && PF03309:Type III pantothenate kinase","-",9,0.476823307178195,0.215975944495149,3.19506810277787,3.58053159537206,2.46415399207288,0.684930183505,"Bd3564"
"BD_RS16305","BD_RS16305","coaBC",3462603,3463850,"+",1248,"bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC && PF02441:Flavoprotein|PF04127:DNA / pantothenate metabolism flavoprotein","DFP",9,0.0547142717694852,0.620492408741077,4.10398067018661,4.46111562112531,3.37890494447114,1.50851781061487,"Bd3562"
"BD_RS16300","BD_RS16300","panC",3461837,3462592,"+",756,"pantoate--beta-alanine ligase && PF02569:Pantoate-beta-alanine ligase","-",9,0.0154479700400852,0.509278346249285,3.35949870482241,3.95212816389914,2.9053442933363,0.961896859842258,"Bd3561"
"BD_RS16295","BD_RS16295","panB",3461049,3461840,"+",792,"3-methyl-2-oxobutanoate hydroxymethyltransferase && PF02548:Ketopantoate hydroxymethyltransferase","-",9,1.40538554072004,0.900974597371862,4.2344938231319,4.41626037120187,3.34190596744375,1.48257795276787,"Bd3560"
